roll_number,name,branch,section,semester
23BEC006,Student 23BEC006,ECE,A,5
23BEC007,Student 23BEC007,ECE,A,5
23BEC008,Student 23BEC008,ECE,A,5
23BEC009,Student 23BEC009,ECE,A,5
23BEC010,Student 23BEC010,ECE,A,5
23BEC011,Student 23BEC011,ECE,A,5
23BEC012,Student 23BEC012,ECE,A,5
23BEC013,Student 23BEC013,ECE,A,5
23BEC014,Student 23BEC014,ECE,A,5
23BEC015,Student 23BEC015,ECE,A,5
23BEC016,Student 23BEC016,ECE,A,5
23BEC017,Student 23BEC017,ECE,A,5
23BEC018,Student 23BEC018,ECE,A,5
23BEC019,Student 23BEC019,ECE,A,5
23BEC020,Student 23BEC020,ECE,A,5
23BEC021,Student 23BEC021,ECE,A,5
23BEC022,Student 23BEC022,ECE,A,5
23BEC023,Student 23BEC023,ECE,A,5
23BEC024,Student 23BEC024,ECE,A,5
23BEC025,Student 23BEC025,ECE,A,5
23BEC026,Student 23BEC026,ECE,A,5
23BEC027,Student 23BEC027,ECE,A,5
23BEC028,Student 23BEC028,ECE,A,5
23BEC029,Student 23BEC029,ECE,A,5
23BEC030,Student 23BEC030,ECE,A,5
23BEC031,Student 23BEC031,ECE,A,5
23BEC032,Student 23BEC032,ECE,A,5
23BEC033,Student 23BEC033,ECE,A,5
23BEC034,Student 23BEC034,ECE,A,5
23BEC035,Student 23BEC035,ECE,A,5
23BEC036,Student 23BEC036,ECE,A,5
23BEC037,Student 23BEC037,ECE,A,5
23BEC038,Student 23BEC038,ECE,A,5
23BEC039,Student 23BEC039,ECE,A,5
23BEC040,Student 23BEC040,ECE,A,5
23BEC041,Student 23BEC041,ECE,A,5
23BEC042,Student 23BEC042,ECE,A,5
23BEC043,Student 23BEC043,ECE,A,5
23BEC044,Student 23BEC044,ECE,A,5
23BEC045,Student 23BEC045,ECE,A,5
23BEC046,Student 23BEC046,ECE,A,5
23BEC047,Student 23BEC047,ECE,A,5
23BEC048,Student 23BEC048,ECE,A,5
23BEC049,Student 23BEC049,ECE,A,5
23BEC050,Student 23BEC050,ECE,A,5
23BEC051,Student 23BEC051,ECE,A,5
23BEC052,Student 23BEC052,ECE,A,5
23BEC053,Student 23BEC053,ECE,A,5
23BEC054,Student 23BEC054,ECE,A,5
23BEC055,Student 23BEC055,ECE,A,5
23BEC056,Student 23BEC056,ECE,A,5
23BEC057,Student 23BEC057,ECE,A,5
23BEC058,Student 23BEC058,ECE,A,5
23BEC059,Student 23BEC059,ECE,A,5
23BEC060,Student 23BEC060,ECE,A,5
23BEC061,Student 23BEC061,ECE,A,5
23BEC062,Student 23BEC062,ECE,A,5
23BEC063,Student 23BEC063,ECE,A,5
23BEC064,Student 23BEC064,ECE,A,5
23BEC065,Student 23BEC065,ECE,A,5
23BEC066,Student 23BEC066,ECE,A,5
23BEC067,Student 23BEC067,ECE,A,5
23BEC068,Student 23BEC068,ECE,A,5
23BEC069,Student 23BEC069,ECE,A,5
23BEC070,Student 23BEC070,ECE,A,5
23BEC071,Student 23BEC071,ECE,A,5
23BEC072,Student 23BEC072,ECE,A,5
23BEC073,Student 23BEC073,ECE,A,5
23BEC074,Student 23BEC074,ECE,A,5
23BEC075,Student 23BEC075,ECE,A,5
23BEC076,Student 23BEC076,ECE,A,5
23BEC077,Student 23BEC077,ECE,A,5
23BEC078,Student 23BEC078,ECE,A,5
23BEC079,Student 23BEC079,ECE,A,5
23BEC080,Student 23BEC080,ECE,A,5
23BEC081,Student 23BEC081,ECE,A,5
23BEC082,Student 23BEC082,ECE,A,5
23BEC083,Student 23BEC083,ECE,A,5
23BEC084,Student 23BEC084,ECE,A,5
23BEC085,Student 23BEC085,ECE,A,5
24BCS001,Student 24BCS001,CSE,A,3
24BCS002,Student 24BCS002,CSE,A,3
24BCS003,Student 24BCS003,CSE,A,3
24BCS004,Student 24BCS004,CSE,A,3
24BCS005,Student 24BCS005,CSE,A,3
24BCS006,Student 24BCS006,CSE,A,3
24BCS007,Student 24BCS007,CSE,A,3
24BCS008,Student 24BCS008,CSE,A,3
24BCS009,Student 24BCS009,CSE,A,3
24BCS010,Student 24BCS010,CSE,A,3
24BCS011,Student 24BCS011,CSE,A,3
24BCS012,Student 24BCS012,CSE,A,3
24BCS013,Student 24BCS013,CSE,A,3
24BCS014,Student 24BCS014,CSE,A,3
24BCS015,Student 24BCS015,CSE,A,3
24BCS016,Student 24BCS016,CSE,A,3
24BCS017,Student 24BCS017,CSE,A,3
24BCS018,Student 24BCS018,CSE,A,3
24BCS019,Student 24BCS019,CSE,A,3
24BCS020,Student 24BCS020,CSE,A,3
24BCS021,Student 24BCS021,CSE,A,3
24BCS022,Student 24BCS022,CSE,A,3
24BCS023,Student 24BCS023,CSE,A,3
24BCS024,Student 24BCS024,CSE,A,3
24BCS025,Student 24BCS025,CSE,A,3
24BCS026,Student 24BCS026,CSE,A,3
24BCS027,Student 24BCS027,CSE,A,3
24BCS028,Student 24BCS028,CSE,A,3
24BCS029,Student 24BCS029,CSE,A,3
24BCS030,Student 24BCS030,CSE,A,3
24BCS031,Student 24BCS031,CSE,A,3
24BCS032,Student 24BCS032,CSE,A,3
24BCS033,Student 24BCS033,CSE,A,3
24BCS034,Student 24BCS034,CSE,A,3
24BCS035,Student 24BCS035,CSE,A,3
24BCS036,Student 24BCS036,CSE,A,3
24BCS037,Student 24BCS037,CSE,A,3
24BCS038,Student 24BCS038,CSE,A,3
24BCS039,Student 24BCS039,CSE,A,3
24BCS040,Student 24BCS040,CSE,A,3
24BCS041,Student 24BCS041,CSE,A,3
24BCS042,Student 24BCS042,CSE,A,3
24BCS043,Student 24BCS043,CSE,A,3
24BCS044,Student 24BCS044,CSE,A,3
24BCS045,Student 24BCS045,CSE,A,3
24BCS046,Student 24BCS046,CSE,A,3
24BCS047,Student 24BCS047,CSE,A,3
24BCS048,Student 24BCS048,CSE,A,3
24BCS049,Student 24BCS049,CSE,A,3
24BCS050,Student 24BCS050,CSE,A,3
24BCS051,Student 24BCS051,CSE,A,3
24BCS052,Student 24BCS052,CSE,A,3
24BCS053,Student 24BCS053,CSE,A,3
24BCS054,Student 24BCS054,CSE,A,3
24BCS055,Student 24BCS055,CSE,A,3
24BCS056,Student 24BCS056,CSE,A,3
24BCS057,Student 24BCS057,CSE,A,3
24BCS058,Student 24BCS058,CSE,A,3
24BCS059,Student 24BCS059,CSE,A,3
24BCS060,Student 24BCS060,CSE,A,3
24BCS061,Student 24BCS061,CSE,A,3
24BCS062,Student 24BCS062,CSE,A,3
24BCS063,Student 24BCS063,CSE,A,3
24BCS064,Student 24BCS064,CSE,A,3
24BCS065,Student 24BCS065,CSE,A,3
24BCS066,Student 24BCS066,CSE,A,3
24BCS067,Student 24BCS067,CSE,A,3
24BCS068,Student 24BCS068,CSE,A,3
24BCS069,Student 24BCS069,CSE,A,3
24BCS070,Student 24BCS070,CSE,A,3
24BCS071,Student 24BCS071,CSE,A,3
24BCS072,Student 24BCS072,CSE,A,3
24BCS073,Student 24BCS073,CSE,A,3
24BCS074,Student 24BCS074,CSE,A,3
24BCS075,Student 24BCS075,CSE,A,3
24BCS076,Student 24BCS076,CSE,A,3
24BCS077,Student 24BCS077,CSE,A,3
24BCS078,Student 24BCS078,CSE,A,3
24BCS079,Student 24BCS079,CSE,A,3
24BCS080,Student 24BCS080,CSE,A,3
24BCS081,Student 24BCS081,CSE,A,3
24BCS082,Student 24BCS082,CSE,A,3
24BCS083,Student 24BCS083,CSE,A,3
24BCS084,Student 24BCS084,CSE,A,3
24BCS085,Student 24BCS085,CSE,A,3
24BCS086,Student 24BCS086,CSE,B,3
24BCS087,Student 24BCS087,CSE,B,3
24BCS088,Student 24BCS088,CSE,B,3
24BCS089,Student 24BCS089,CSE,B,3
24BCS090,Student 24BCS090,CSE,B,3
24BCS091,Student 24BCS091,CSE,B,3
24BCS092,Student 24BCS092,CSE,B,3
24BCS093,Student 24BCS093,CSE,B,3
24BCS094,Student 24BCS094,CSE,B,3
24BCS095,Student 24BCS095,CSE,B,3
24BCS096,Student 24BCS096,CSE,B,3
24BCS097,Student 24BCS097,CSE,B,3
24BCS098,Student 24BCS098,CSE,B,3
24BCS099,Student 24BCS099,CSE,B,3
24BCS100,Student 24BCS100,CSE,B,3
24BCS101,Student 24BCS101,CSE,B,3
24BCS102,Student 24BCS102,CSE,B,3
24BCS103,Student 24BCS103,CSE,B,3
24BCS104,Student 24BCS104,CSE,B,3
24BCS105,Student 24BCS105,CSE,B,3
24BCS106,Student 24BCS106,CSE,B,3
24BCS107,Student 24BCS107,CSE,B,3
24BCS108,Student 24BCS108,CSE,B,3
24BCS109,Student 24BCS109,CSE,B,3
24BCS110,Student 24BCS110,CSE,B,3
24BCS111,Student 24BCS111,CSE,B,3
24BCS112,Student 24BCS112,CSE,B,3
24BCS113,Student 24BCS113,CSE,B,3
24BCS114,Student 24BCS114,CSE,B,3
24BCS115,Student 24BCS115,CSE,B,3
24BCS116,Student 24BCS116,CSE,B,3
24BCS117,Student 24BCS117,CSE,B,3
24BCS118,Student 24BCS118,CSE,B,3
24BCS119,Student 24BCS119,CSE,B,3
24BCS120,Student 24BCS120,CSE,B,3
24BCS121,Student 24BCS121,CSE,B,3
24BCS122,Student 24BCS122,CSE,B,3
24BCS123,Student 24BCS123,CSE,B,3
24BCS124,Student 24BCS124,CSE,B,3
24BCS125,Student 24BCS125,CSE,B,3
24BCS126,Student 24BCS126,CSE,B,3
24BCS127,Student 24BCS127,CSE,B,3
24BCS128,Student 24BCS128,CSE,B,3
24BCS129,Student 24BCS129,CSE,B,3
24BCS130,Student 24BCS130,CSE,B,3
24BCS131,Student 24BCS131,CSE,B,3
24BCS132,Student 24BCS132,CSE,B,3
24BCS133,Student 24BCS133,CSE,B,3
24BCS134,Student 24BCS134,CSE,B,3
24BCS135,Student 24BCS135,CSE,B,3
24BCS136,Student 24BCS136,CSE,B,3
24BCS137,Student 24BCS137,CSE,B,3
24BCS138,Student 24BCS138,CSE,B,3
24BCS139,Student 24BCS139,CSE,B,3
24BCS140,Student 24BCS140,CSE,B,3
24BCS141,Student 24BCS141,CSE,B,3
24BCS142,Student 24BCS142,CSE,B,3
24BCS143,Student 24BCS143,CSE,B,3
24BCS144,Student 24BCS144,CSE,B,3
24BCS145,Student 24BCS145,CSE,B,3
24BCS146,Student 24BCS146,CSE,B,3
24BCS147,Student 24BCS147,CSE,B,3
24BCS148,Student 24BCS148,CSE,B,3
24BCS149,Student 24BCS149,CSE,B,3
24BCS150,Student 24BCS150,CSE,B,3
24BCS151,Student 24BCS151,CSE,B,3
24BCS152,Student 24BCS152,CSE,B,3
24BCS153,Student 24BCS153,CSE,B,3
24BCS154,Student 24BCS154,CSE,B,3
24BCS155,Student 24BCS155,CSE,B,3
24BCS156,Student 24BCS156,CSE,B,3
24BCS157,Student 24BCS157,CSE,B,3
24BCS158,Student 24BCS158,CSE,B,3
24BCS159,Student 24BCS159,CSE,B,3
24BCS160,Student 24BCS160,CSE,B,3
24BCS161,Student 24BCS161,CSE,B,3
24BCS162,Student 24BCS162,CSE,B,3
24BCS163,Student 24BCS163,CSE,B,3
24BCS164,Student 24BCS164,CSE,B,3
24BCS165,Student 24BCS165,CSE,B,3
24BCS166,Student 24BCS166,CSE,B,3
24BCS167,Student 24BCS167,CSE,B,3
24BCS168,Student 24BCS168,CSE,B,3
24BCS169,Student 24BCS169,CSE,B,3
24BCS170,Student 24BCS170,CSE,B,3
24BDS001,Student 24BDS001,DSAI,A,3
24BDS002,Student 24BDS002,DSAI,A,3
24BDS003,Student 24BDS003,DSAI,A,3
24BDS004,Student 24BDS004,DSAI,A,3
24BDS005,Student 24BDS005,DSAI,A,3
24BDS006,Student 24BDS006,DSAI,A,3
24BDS007,Student 24BDS007,DSAI,A,3
24BDS008,Student 24BDS008,DSAI,A,3
24BDS009,Student 24BDS009,DSAI,A,3
24BDS010,Student 24BDS010,DSAI,A,3
24BDS011,Student 24BDS011,DSAI,A,3
24BDS012,Student 24BDS012,DSAI,A,3
24BDS013,Student 24BDS013,DSAI,A,3
24BDS014,Student 24BDS014,DSAI,A,3
24BDS015,Student 24BDS015,DSAI,A,3
24BDS016,Student 24BDS016,DSAI,A,3
24BDS017,Student 24BDS017,DSAI,A,3
24BDS018,Student 24BDS018,DSAI,A,3
24BDS019,Student 24BDS019,DSAI,A,3
24BDS020,Student 24BDS020,DSAI,A,3
24BDS021,Student 24BDS021,DSAI,A,3
24BDS022,Student 24BDS022,DSAI,A,3
24BDS023,Student 24BDS023,DSAI,A,3
24BDS024,Student 24BDS024,DSAI,A,3
24BDS025,Student 24BDS025,DSAI,A,3
24BDS026,Student 24BDS026,DSAI,A,3
24BDS027,Student 24BDS027,DSAI,A,3
24BDS028,Student 24BDS028,DSAI,A,3
24BDS029,Student 24BDS029,DSAI,A,3
24BDS030,Student 24BDS030,DSAI,A,3
24BDS031,Student 24BDS031,DSAI,A,3
24BDS032,Student 24BDS032,DSAI,A,3
24BDS033,Student 24BDS033,DSAI,A,3
24BDS034,Student 24BDS034,DSAI,A,3
24BDS035,Student 24BDS035,DSAI,A,3
24BDS036,Student 24BDS036,DSAI,A,3
24BDS037,Student 24BDS037,DSAI,A,3
24BDS038,Student 24BDS038,DSAI,A,3
24BDS039,Student 24BDS039,DSAI,A,3
24BDS040,Student 24BDS040,DSAI,A,3
24BDS041,Student 24BDS041,DSAI,A,3
24BDS042,Student 24BDS042,DSAI,A,3
24BDS043,Student 24BDS043,DSAI,A,3
24BDS044,Student 24BDS044,DSAI,A,3
24BDS045,Student 24BDS045,DSAI,A,3
24BDS046,Student 24BDS046,DSAI,A,3
24BDS047,Student 24BDS047,DSAI,A,3
24BDS048,Student 24BDS048,DSAI,A,3
24BDS049,Student 24BDS049,DSAI,A,3
24BDS050,Student 24BDS050,DSAI,A,3
24BDS051,Student 24BDS051,DSAI,A,3
24BDS052,Student 24BDS052,DSAI,A,3
24BDS053,Student 24BDS053,DSAI,A,3
24BDS054,Student 24BDS054,DSAI,A,3
24BDS055,Student 24BDS055,DSAI,A,3
24BDS056,Student 24BDS056,DSAI,A,3
24BDS057,Student 24BDS057,DSAI,A,3
24BDS058,Student 24BDS058,DSAI,A,3
24BDS059,Student 24BDS059,DSAI,A,3
24BDS060,Student 24BDS060,DSAI,A,3
24BDS061,Student 24BDS061,DSAI,A,3
24BDS062,Student 24BDS062,DSAI,A,3
24BDS063,Student 24BDS063,DSAI,A,3
24BDS064,Student 24BDS064,DSAI,A,3
24BDS065,Student 24BDS065,DSAI,A,3
24BDS066,Student 24BDS066,DSAI,A,3
24BDS067,Student 24BDS067,DSAI,A,3
24BDS068,Student 24BDS068,DSAI,A,3
24BDS069,Student 24BDS069,DSAI,A,3
24BDS070,Student 24BDS070,DSAI,A,3
24BDS071,Student 24BDS071,DSAI,A,3
24BDS072,Student 24BDS072,DSAI,A,3
24BDS073,Student 24BDS073,DSAI,A,3
24BDS074,Student 24BDS074,DSAI,A,3
24BDS075,Student 24BDS075,DSAI,A,3
24BDS076,Student 24BDS076,DSAI,A,3
24BDS077,Student 24BDS077,DSAI,A,3
24BDS078,Student 24BDS078,DSAI,A,3
24BDS079,Student 24BDS079,DSAI,A,3
24BDS080,Student 24BDS080,DSAI,A,3
24BDS081,Student 24BDS081,DSAI,A,3
24BDS082,Student 24BDS082,DSAI,A,3
24BDS083,Student 24BDS083,DSAI,A,3
24BDS084,Student 24BDS084,DSAI,A,3
24BDS085,Student 24BDS085,DSAI,A,3
24BEC001,Student 24BEC001,ECE,A,3
24BEC002,Student 24BEC002,ECE,A,3
24BEC003,Student 24BEC003,ECE,A,3
24BEC004,Student 24BEC004,ECE,A,3
24BEC005,Student 24BEC005,ECE,A,3
24BEC006,Student 24BEC006,ECE,A,3
24BEC007,Student 24BEC007,ECE,A,3
24BEC008,Student 24BEC008,ECE,A,3
24BEC009,Student 24BEC009,ECE,A,3
24BEC010,Student 24BEC010,ECE,A,3
24BEC011,Student 24BEC011,ECE,A,3
24BEC012,Student 24BEC012,ECE,A,3
24BEC013,Student 24BEC013,ECE,A,3
24BEC014,Student 24BEC014,ECE,A,3
24BEC015,Student 24BEC015,ECE,A,3
24BEC016,Student 24BEC016,ECE,A,3
24BEC017,Student 24BEC017,ECE,A,3
24BEC018,Student 24BEC018,ECE,A,3
24BEC019,Student 24BEC019,ECE,A,3
24BEC020,Student 24BEC020,ECE,A,3
24BEC021,Student 24BEC021,ECE,A,3
24BEC022,Student 24BEC022,ECE,A,3
24BEC023,Student 24BEC023,ECE,A,3
24BEC024,Student 24BEC024,ECE,A,3
24BEC025,Student 24BEC025,ECE,A,3
24BEC026,Student 24BEC026,ECE,A,3
24BEC027,Student 24BEC027,ECE,A,3
24BEC028,Student 24BEC028,ECE,A,3
24BEC029,Student 24BEC029,ECE,A,3
24BEC030,Student 24BEC030,ECE,A,3
24BEC031,Student 24BEC031,ECE,A,3
24BEC032,Student 24BEC032,ECE,A,3
24BEC033,Student 24BEC033,ECE,A,3
24BEC034,Student 24BEC034,ECE,A,3
24BEC035,Student 24BEC035,ECE,A,3
24BEC036,Student 24BEC036,ECE,A,3
24BEC037,Student 24BEC037,ECE,A,3
24BEC038,Student 24BEC038,ECE,A,3
24BEC039,Student 24BEC039,ECE,A,3
24BEC040,Student 24BEC040,ECE,A,3
24BEC041,Student 24BEC041,ECE,A,3
24BEC042,Student 24BEC042,ECE,A,3
24BEC043,Student 24BEC043,ECE,A,3
24BEC044,Student 24BEC044,ECE,A,3
24BEC045,Student 24BEC045,ECE,A,3
24BEC046,Student 24BEC046,ECE,A,3
24BEC047,Student 24BEC047,ECE,A,3
24BEC048,Student 24BEC048,ECE,A,3
24BEC049,Student 24BEC049,ECE,A,3
24BEC050,Student 24BEC050,ECE,A,3
24BEC051,Student 24BEC051,ECE,A,3
24BEC052,Student 24BEC052,ECE,A,3
24BEC053,Student 24BEC053,ECE,A,3
24BEC054,Student 24BEC054,ECE,A,3
24BEC055,Student 24BEC055,ECE,A,3
24BEC056,Student 24BEC056,ECE,A,3
24BEC057,Student 24BEC057,ECE,A,3
24BEC058,Student 24BEC058,ECE,A,3
24BEC059,Student 24BEC059,ECE,A,3
24BEC060,Student 24BEC060,ECE,A,3
24BEC061,Student 24BEC061,ECE,A,3
24BEC062,Student 24BEC062,ECE,A,3
24BEC063,Student 24BEC063,ECE,A,3
24BEC064,Student 24BEC064,ECE,A,3
24BEC065,Student 24BEC065,ECE,A,3
24BEC066,Student 24BEC066,ECE,A,3
24BEC067,Student 24BEC067,ECE,A,3
24BEC068,Student 24BEC068,ECE,A,3
24BEC069,Student 24BEC069,ECE,A,3
24BEC070,Student 24BEC070,ECE,A,3
24BEC071,Student 24BEC071,ECE,A,3
24BEC072,Student 24BEC072,ECE,A,3
24BEC073,Student 24BEC073,ECE,A,3
24BEC074,Student 24BEC074,ECE,A,3
24BEC075,Student 24BEC075,ECE,A,3
24BEC076,Student 24BEC076,ECE,A,3
24BEC077,Student 24BEC077,ECE,A,3
24BEC078,Student 24BEC078,ECE,A,3
24BEC079,Student 24BEC079,ECE,A,3
24BEC080,Student 24BEC080,ECE,A,3
24BEC081,Student 24BEC081,ECE,A,3
24BEC082,Student 24BEC082,ECE,A,3
24BEC083,Student 24BEC083,ECE,A,3
24BEC084,Student 24BEC084,ECE,A,3
24BEC085,Student 24BEC085,ECE,A,3
25BCS001,Student 25BCS001,CSE,A,1
25BCS002,Student 25BCS002,CSE,A,1
25BCS003,Student 25BCS003,CSE,A,1
25BCS004,Student 25BCS004,CSE,A,1
25BCS005,Student 25BCS005,CSE,A,1
25BCS006,Student 25BCS006,CSE,A,1
25BCS007,Student 25BCS007,CSE,A,1
25BCS008,Student 25BCS008,CSE,A,1
25BCS009,Student 25BCS009,CSE,A,1
25BCS010,Student 25BCS010,CSE,A,1
25BCS011,Student 25BCS011,CSE,A,1
25BCS012,Student 25BCS012,CSE,A,1
25BCS013,Student 25BCS013,CSE,A,1
25BCS014,Student 25BCS014,CSE,A,1
25BCS015,Student 25BCS015,CSE,A,1
25BCS016,Student 25BCS016,CSE,A,1
25BCS017,Student 25BCS017,CSE,A,1
25BCS018,Student 25BCS018,CSE,A,1
25BCS019,Student 25BCS019,CSE,A,1
25BCS020,Student 25BCS020,CSE,A,1
25BCS021,Student 25BCS021,CSE,A,1
25BCS022,Student 25BCS022,CSE,A,1
25BCS023,Student 25BCS023,CSE,A,1
25BCS024,Student 25BCS024,CSE,A,1
25BCS025,Student 25BCS025,CSE,A,1
25BCS026,Student 25BCS026,CSE,A,1
25BCS027,Student 25BCS027,CSE,A,1
25BCS028,Student 25BCS028,CSE,A,1
25BCS029,Student 25BCS029,CSE,A,1
25BCS030,Student 25BCS030,CSE,A,1
25BCS031,Student 25BCS031,CSE,A,1
25BCS032,Student 25BCS032,CSE,A,1
25BCS033,Student 25BCS033,CSE,A,1
25BCS034,Student 25BCS034,CSE,A,1
25BCS035,Student 25BCS035,CSE,A,1
25BCS036,Student 25BCS036,CSE,A,1
25BCS037,Student 25BCS037,CSE,A,1
25BCS038,Student 25BCS038,CSE,A,1
25BCS039,Student 25BCS039,CSE,A,1
25BCS040,Student 25BCS040,CSE,A,1
25BCS041,Student 25BCS041,CSE,A,1
25BCS042,Student 25BCS042,CSE,A,1
25BCS043,Student 25BCS043,CSE,A,1
25BCS044,Student 25BCS044,CSE,A,1
25BCS045,Student 25BCS045,CSE,A,1
25BCS046,Student 25BCS046,CSE,A,1
25BCS047,Student 25BCS047,CSE,A,1
25BCS048,Student 25BCS048,CSE,A,1
25BCS049,Student 25BCS049,CSE,A,1
25BCS050,Student 25BCS050,CSE,A,1
25BCS051,Student 25BCS051,CSE,A,1
25BCS052,Student 25BCS052,CSE,A,1
25BCS053,Student 25BCS053,CSE,A,1
25BCS054,Student 25BCS054,CSE,A,1
25BCS055,Student 25BCS055,CSE,A,1
25BCS056,Student 25BCS056,CSE,A,1
25BCS057,Student 25BCS057,CSE,A,1
25BCS058,Student 25BCS058,CSE,A,1
25BCS059,Student 25BCS059,CSE,A,1
25BCS060,Student 25BCS060,CSE,A,1
25BCS061,Student 25BCS061,CSE,A,1
25BCS062,Student 25BCS062,CSE,A,1
25BCS063,Student 25BCS063,CSE,A,1
25BCS064,Student 25BCS064,CSE,A,1
25BCS065,Student 25BCS065,CSE,A,1
25BCS066,Student 25BCS066,CSE,A,1
25BCS067,Student 25BCS067,CSE,A,1
25BCS068,Student 25BCS068,CSE,A,1
25BCS069,Student 25BCS069,CSE,A,1
25BCS070,Student 25BCS070,CSE,A,1
25BCS071,Student 25BCS071,CSE,A,1
25BCS072,Student 25BCS072,CSE,A,1
25BCS073,Student 25BCS073,CSE,A,1
25BCS074,Student 25BCS074,CSE,A,1
25BCS075,Student 25BCS075,CSE,A,1
25BCS076,Student 25BCS076,CSE,A,1
25BCS077,Student 25BCS077,CSE,A,1
25BCS078,Student 25BCS078,CSE,A,1
25BCS079,Student 25BCS079,CSE,A,1
25BCS080,Student 25BCS080,CSE,A,1
25BCS081,Student 25BCS081,CSE,A,1
25BCS082,Student 25BCS082,CSE,A,1
25BCS083,Student 25BCS083,CSE,A,1
25BCS084,Student 25BCS084,CSE,A,1
25BCS085,Student 25BCS085,CSE,A,1
25BCS086,Student 25BCS086,CSE,B,1
25BCS087,Student 25BCS087,CSE,B,1
25BCS088,Student 25BCS088,CSE,B,1
25BCS089,Student 25BCS089,CSE,B,1
25BCS090,Student 25BCS090,CSE,B,1
25BCS091,Student 25BCS091,CSE,B,1
25BCS092,Student 25BCS092,CSE,B,1
25BCS093,Student 25BCS093,CSE,B,1
25BCS094,Student 25BCS094,CSE,B,1
25BCS095,Student 25BCS095,CSE,B,1
25BCS096,Student 25BCS096,CSE,B,1
25BCS097,Student 25BCS097,CSE,B,1
25BCS098,Student 25BCS098,CSE,B,1
25BCS099,Student 25BCS099,CSE,B,1
25BCS100,Student 25BCS100,CSE,B,1
25BCS101,Student 25BCS101,CSE,B,1
25BCS102,Student 25BCS102,CSE,B,1
25BCS103,Student 25BCS103,CSE,B,1
25BCS104,Student 25BCS104,CSE,B,1
25BCS105,Student 25BCS105,CSE,B,1
25BCS106,Student 25BCS106,CSE,B,1
25BCS107,Student 25BCS107,CSE,B,1
25BCS108,Student 25BCS108,CSE,B,1
25BCS109,Student 25BCS109,CSE,B,1
25BCS110,Student 25BCS110,CSE,B,1
25BCS111,Student 25BCS111,CSE,B,1
25BCS112,Student 25BCS112,CSE,B,1
25BCS113,Student 25BCS113,CSE,B,1
25BCS114,Student 25BCS114,CSE,B,1
25BCS115,Student 25BCS115,CSE,B,1
25BCS116,Student 25BCS116,CSE,B,1
25BCS117,Student 25BCS117,CSE,B,1
25BCS118,Student 25BCS118,CSE,B,1
25BCS119,Student 25BCS119,CSE,B,1
25BCS120,Student 25BCS120,CSE,B,1
25BCS121,Student 25BCS121,CSE,B,1
25BCS122,Student 25BCS122,CSE,B,1
25BCS123,Student 25BCS123,CSE,B,1
25BCS124,Student 25BCS124,CSE,B,1
25BCS125,Student 25BCS125,CSE,B,1
25BCS126,Student 25BCS126,CSE,B,1
25BCS127,Student 25BCS127,CSE,B,1
25BCS128,Student 25BCS128,CSE,B,1
25BCS129,Student 25BCS129,CSE,B,1
25BCS130,Student 25BCS130,CSE,B,1
25BCS131,Student 25BCS131,CSE,B,1
25BCS132,Student 25BCS132,CSE,B,1
25BCS133,Student 25BCS133,CSE,B,1
25BCS134,Student 25BCS134,CSE,B,1
25BCS135,Student 25BCS135,CSE,B,1
25BCS136,Student 25BCS136,CSE,B,1
25BCS137,Student 25BCS137,CSE,B,1
25BCS138,Student 25BCS138,CSE,B,1
25BCS139,Student 25BCS139,CSE,B,1
25BCS140,Student 25BCS140,CSE,B,1
25BCS141,Student 25BCS141,CSE,B,1
25BCS142,Student 25BCS142,CSE,B,1
25BCS143,Student 25BCS143,CSE,B,1
25BCS144,Student 25BCS144,CSE,B,1
25BCS145,Student 25BCS145,CSE,B,1
25BCS146,Student 25BCS146,CSE,B,1
25BCS147,Student 25BCS147,CSE,B,1
25BCS148,Student 25BCS148,CSE,B,1
25BCS149,Student 25BCS149,CSE,B,1
25BCS150,Student 25BCS150,CSE,B,1
25BCS151,Student 25BCS151,CSE,B,1
25BCS152,Student 25BCS152,CSE,B,1
25BCS153,Student 25BCS153,CSE,B,1
25BCS154,Student 25BCS154,CSE,B,1
25BCS155,Student 25BCS155,CSE,B,1
25BCS156,Student 25BCS156,CSE,B,1
25BCS157,Student 25BCS157,CSE,B,1
25BCS158,Student 25BCS158,CSE,B,1
25BCS159,Student 25BCS159,CSE,B,1
25BCS160,Student 25BCS160,CSE,B,1
25BCS161,Student 25BCS161,CSE,B,1
25BCS162,Student 25BCS162,CSE,B,1
25BCS163,Student 25BCS163,CSE,B,1
25BCS164,Student 25BCS164,CSE,B,1
25BCS165,Student 25BCS165,CSE,B,1
25BCS166,Student 25BCS166,CSE,B,1
25BCS167,Student 25BCS167,CSE,B,1
25BCS168,Student 25BCS168,CSE,B,1
25BCS169,Student 25BCS169,CSE,B,1
25BCS170,Student 25BCS170,CSE,B,1
25BDS001,Student 25BDS001,DSAI,A,1
25BDS002,Student 25BDS002,DSAI,A,1
25BDS003,Student 25BDS003,DSAI,A,1
25BDS004,Student 25BDS004,DSAI,A,1
25BDS005,Student 25BDS005,DSAI,A,1
25BDS006,Student 25BDS006,DSAI,A,1
25BDS007,Student 25BDS007,DSAI,A,1
25BDS008,Student 25BDS008,DSAI,A,1
25BDS009,Student 25BDS009,DSAI,A,1
25BDS010,Student 25BDS010,DSAI,A,1
25BDS011,Student 25BDS011,DSAI,A,1
25BDS012,Student 25BDS012,DSAI,A,1
25BDS013,Student 25BDS013,DSAI,A,1
